location	code	store_name	product_ean
America/New_York	US	Rosedale	5214050997509
Europe/Amsterdam	NL	Hoogezand	2084559877014
America/Argentina/Ushuaia	AR	Ushuaia	3686710530623
Europe/Moscow	RU	Likhobory	0781050367229
Africa/Monrovia	LR	New Yekepa	3722534640572
Asia/Jakarta	ID	Sukabumi	5229209602050
Europe/London	GB	Mexborough	2921572267371
Europe/London	GB	Arbroath	6506058193564
Africa/Lagos	NG	Gaya	7411989518326
Europe/Volgograd	RU	Mikhaylovka	5551024657695
America/New_York	US	Yonkers	9776025292133
Africa/Lagos	NG	Nkpor	0613244298654
America/New_York	US	Sicklerville	8670880235667
America/Argentina/Tucuman	AR	Aguilares	8686206753425
America/Sao_Paulo	BR	Guapimirim	9677936488960
America/Caracas	VE	Barinas	2697704986952
America/New_York	US	Middle River	8866871037345
America/Fortaleza	BR	Guaraciaba do Norte	0337325915871
Africa/Bangui	CF	Carnot	5881702966871
Asia/Almaty	KZ	Zaysan	8740132065042
Europe/London	GB	Brierley Hill	7930540876663
America/Havana	CU	Jaruco	8577703989601
America/El_Salvador	SV	Sonzacate	1823655621036
Asia/Manila	PH	Jagna	6782511314282
America/New_York	US	Newburgh	6955869549426
Africa/Lagos	NG	Igbara-Odo	0227877855797
Europe/Moscow	RU	Arzamas	4825564675473
Europe/Moscow	RU	Kireyevsk	0132199773950
Africa/Tunis	TN	Msaken	8160434621416
Europe/London	GB	Lower Earley	2113753714341
Europe/Paris	FR	Quimper	4479467854048
Asia/Aqtobe	KZ	Shalqar	4176534695718
America/Caracas	VE	Tinaquillo	4197348155335
Europe/Istanbul	TR	Sungurlu	5512926506030
Asia/Seoul	KR	Eisen	4100494040073
America/Chicago	US	Murray	3867430327292
America/New_York	US	Woodbridge	9818641995477
America/Sao_Paulo	BR	Resplendor	9057724731209
Europe/Madrid	ES	Leioa	5056215016683
Africa/Tripoli	LY	Ghat	0383089552760
Asia/Kolkata	IN	Leteri	3545777053196
America/Toronto	CA	Dorval	4694430357818
America/Indiana/Indianapolis	US	Greenfield	3270115241774
America/Toronto	CA	Norfolk County	3269502329010
America/Chicago	US	Ada	1800974339620
America/Los_Angeles	US	Santa Maria	9237367609107
Asia/Seoul	KR	T’aebaek	5992090052685
Europe/Berlin	DE	Pfullingen	4376485441475
Asia/Manila	PH	Baliuag	1083409072433
Asia/Irkutsk	RU	Ulan-Ude	3673798363731
Europe/Istanbul	TR	Mudanya	1426382988092
Africa/Addis_Ababa	ET	Arba Minch	8924079745636
Africa/Nairobi	KE	Busia	5107079062528
America/Los_Angeles	US	Porterville	8975149614420
America/Argentina/Buenos_Aires	AR	Barracas	7607472637074
America/Chicago	US	Fresno	3421144417597
America/Edmonton	CA	Sherwood Park	1083121654221
America/Los_Angeles	US	Porterville	0626154408341
America/New_York	US	Yonkers	7477630168661
Europe/Moscow	RU	Bogoroditsk	3054034796160
Asia/Kolkata	IN	Gajendragarh	3165524742489
America/Chicago	US	Hueytown	6911616682419
America/New_York	US	Taunton	4831727845461
America/New_York	US	Toledo	8613364474244
Asia/Kolkata	IN	Diamond Harbour	0987960877852
Asia/Vladivostok	RU	Lesozavodsk	3726958126933
Europe/Paris	FR	Cavaillon	9317919911398
Asia/Tehran	IR	Nowshahr	8594904185045
America/New_York	US	Woodbridge	5297271744466
America/Bahia	BR	Muritiba	2057715836927
Europe/Moscow	RU	Kolomyagi	6435422726995
Europe/London	GB	Belper	7315994574370
Europe/Brussels	BE	Gembloux	8874047064149
America/Los_Angeles	US	Palm Desert	6430040298817
Asia/Kolkata	IN	Sojat	5591751016471
Europe/Berlin	DE	Pfullingen	2636695968400
America/Mexico_City	MX	Oaxaca	2481445295455
Africa/Douala	CM	Mbalmayo	0488120537581
Europe/London	GB	Lymington	5616004718954
Europe/Warsaw	PL	Reda	6882292326310
Africa/Dar_es_Salaam	TZ	Mvomero	7933144204184
Africa/Lagos	NG	Nkpor	8525299634726
America/Chicago	US	New City	1905942964368
Europe/Istanbul	TR	Silvan	3081529804789
Asia/Shanghai	CN	Taozhuang	8805746987392
Europe/Belgrade	XK	Glogovac	0447027226554
Europe/Moscow	RU	Zhukovka	4252290496032
Europe/Istanbul	TR	Bergama	8999622376483
Asia/Tokyo	JP	Okegawa	5655879208931
Europe/Kiev	UA	Voznesensk	0693090200964
Europe/Berlin	DE	Weimar	7187953233242
Europe/Amsterdam	NL	Schiebroek	5099640191464
America/Santiago	CL	San Bernardo	2628752393737
Asia/Shanghai	CN	Changshu City	1933950206842
Europe/Berlin	DE	Weimar	7323151165217
America/Port_of_Spain	TT	Port of Spain	2812643389613
Asia/Manila	PH	Talisay	9889584734256
Europe/Istanbul	TR	Mudanya	1459653150713
Europe/Madrid	ES	Jumilla	2502135025456
America/Maceio	BR	Barra dos Coqueiros	1158598152232
Europe/Paris	FR	Marseille 11	2204210545490
America/New_York	US	Greenpoint	3199034494231
Asia/Jakarta	ID	Tebingtinggi	3140283557550
Asia/Manila	PH	La Trinidad	0254503127836
America/New_York	US	Rosedale	2536952534464
America/Sao_Paulo	BR	Loanda	7748956143893
Asia/Kolkata	IN	Chamba	0800014322415
Africa/Algiers	DZ	Beni Douala	0475273586344
Asia/Manila	PH	Guyong	8772723338945
Asia/Karachi	PK	Sangla Hill	3189081122515
Asia/Kolkata	IN	Rajaori	6492607186418
America/Santarem	BR	Altamira	3601376903130
Europe/Rome	IT	Villabate	3881631099376
Asia/Shanghai	CN	Xiangtan	0664930740148
Asia/Tokyo	JP	Shinshiro	3194325729825
America/New_York	US	Toledo	8040280372826
Africa/Tunis	TN	Siliana	7080892736631
Asia/Yekaterinburg	RU	Lesnoy	0882978659516
Europe/London	GB	Strood	3546748096556
Asia/Jakarta	ID	Sukabumi	8687395649070
Europe/Amsterdam	NL	Schiebroek	1703098738600
America/Mexico_City	MX	Contla	6861204431953
Africa/Lagos	NG	Yenagoa	0390483753785
Europe/Brussels	BE	Houthalen	6342981953833
Europe/Berlin	DE	Pfullingen	9461361005751
Europe/Amsterdam	NL	Culemborg	2396577448283
Australia/Sydney	AU	Strathfield	0425052127565
America/Chicago	US	Fresno	6384521633683
Europe/Berlin	DE	Gauting	4933547270345
Asia/Kolkata	IN	Jais	8691033028585
Europe/Amsterdam	NL	Culemborg	2050020682463
America/New_York	US	Far Rockaway	1131288465737
Asia/Jakarta	ID	Tebingtinggi	8693265942592
Europe/Rome	IT	Volla	0194569749934
America/Los_Angeles	US	Norco	2801928896151
America/Sao_Paulo	BR	Curitiba	5782841705485
Europe/Paris	FR	Lons-le-Saunier	5216160768383
Europe/Paris	FR	Ajaccio	6406046629337
Europe/Paris	FR	Le Chesnay	1438242047252
Asia/Shanghai	CN	Foshan	2408683298215
Asia/Seoul	KR	T’aebaek	5536533450302
Africa/Kampala	UG	Kitgum	7242951741165
Asia/Makassar	ID	Majene	0499320434204
Asia/Kolkata	IN	Davangere	3106389249904
Asia/Tokyo	JP	Sasayama	8602224420026
America/Costa_Rica	CR	San Rafael	8491986193688
Europe/Kiev	UA	Zvenihorodka	0571370259843
Europe/Berlin	DE	Gauting	4552363628392
Asia/Shanghai	CN	Longgang	1328038150160
Australia/Perth	AU	Willetton	7429442630676
Asia/Manila	PH	Baliuag	4017271450959
America/New_York	US	Morningside Heights	0362165447015
America/Chicago	US	South Lawndale	2397430140139
Asia/Jakarta	ID	Besuki	4294235373091
Europe/Madrid	ES	Jumilla	7589935338400
Europe/Berlin	DE	Hechingen	6000208671662
America/Chicago	US	Fairview Heights	7292748633562
America/New_York	US	Malden	4714416545432
Asia/Shanghai	CN	Longgang	8204038914793
America/El_Salvador	SV	Ilopango	3848279479526
America/Chicago	US	Longview	0774805348000
Europe/London	GB	Great Wyrley	8769913923395
America/Santiago	CL	La Ligua	6114382450934
Asia/Kuching	MY	Donggongon	4134015900560
America/New_York	US	Mechanicsville	1259950457658
Asia/Shanghai	CN	Zhuangyuan	5441997356629
Europe/London	GB	Thetford	2229537328236
Europe/Berlin	DE	Hofheim am Taunus	0429285878065
Europe/Moscow	RU	Yeysk	2495473913168
America/New_York	US	Peabody	5258728402285
Europe/Kiev	UA	Zvenihorodka	1993852472738
America/New_York	US	Norwalk	6773043083814
Asia/Shanghai	CN	Heyuan	0571286179235
Europe/Kiev	UA	Voznesensk	8814301366190
America/Vancouver	CA	Kelowna	9503732274844
Asia/Vladivostok	RU	Nikolayevsk-on-Amure	3922353261389
Africa/Niamey	NE	Mirriah	1268147771774
Europe/Istanbul	TR	Serinhisar	1766776626958
Europe/Belgrade	XK	Glogovac	0975562929277
Europe/Brussels	BE	Temse	0333089340294
America/New_York	US	Thomasville	6429011696189
Europe/Berlin	DE	Burscheid	4319256281450
America/Havana	CU	Boyeros	6444333337787
America/Chicago	US	Huntley	3947692003223
America/Chicago	US	Muskogee	6185949542096
Europe/Helsinki	FI	Espoo	0732321222402
America/Puerto_Rico	PR	Aguadilla	4960731003038
America/New_York	US	Acworth	5745453179051
America/Toronto	CA	Norfolk County	6081791011370
Asia/Bangkok	TH	Phanat Nikhom	4423318500554
America/Mexico_City	MX	Acayucan	4165541256555
Europe/Moscow	RU	Kashira	5343560529723
Africa/Algiers	DZ	Beni Douala	0327355938483
America/New_York	US	Lebanon	8183993748721
Europe/Prague	CZ	Most	7337567008402
Asia/Manila	PH	Maasin	5905562452074
Europe/Moscow	RU	Bavly	0110459789347
America/New_York	US	Nutley	7306309328221
Europe/Rome	IT	Chiavari	7812686521211
Europe/Volgograd	RU	Mikhaylovka	3324292201684
Europe/Helsinki	FI	Espoo	0754962400988
Asia/Shanghai	CN	Heyuan	7604914071359
Europe/Istanbul	TR	Gaziantep	5900500402302
Europe/Istanbul	TR	Bergama	0433075865487
Asia/Yekaterinburg	RU	Lesnoy	3201553382798
America/Chicago	US	Greenville	2719855706385
Africa/Dar_es_Salaam	TZ	Iringa	5669239068745
Asia/Karachi	PK	Hasilpur	8810663021869
Europe/Minsk	BY	Novogrudok	7389331611356
America/Los_Angeles	US	Norco	7620833336331
Europe/Brussels	BE	Wevelgem	9824607126342
Asia/Hebron	PS	East Jerusalem	4771492420251
Africa/Kampala	UG	Paidha	0745795351660
Europe/Rome	IT	Portogruaro	9097935049335
America/Santiago	CL	Chiguayante	0244135977282
Asia/Tokyo	JP	Komono	5185746140885
Africa/Lagos	NG	Ilesa	3735146725278
America/Los_Angeles	US	Laguna Niguel	6562951916457
America/Chicago	US	Copperas Cove	1184800888873
America/New_York	US	Nutley	7754430730091
Asia/Jerusalem	IL	Ganei Tikva	5768001628580
Europe/Berlin	DE	Bensheim	6057675817529
Asia/Shanghai	CN	Longgang	5468053915019
Europe/Berlin	DE	Hermsdorf	1890520915576
America/New_York	US	Malden	0333673602647
Europe/Chisinau	MD	Soroca	3621514932372
Asia/Jakarta	ID	Pekanbaru	2766140953788
Asia/Kolkata	IN	Elamanchili	5791465353019
Asia/Tokyo	JP	Karatsu	5822039769513
America/Sao_Paulo	BR	Marau	0563620772967
Europe/Berlin	DE	Halstenbek	2312293626408
Europe/Rome	IT	Tortona	8858701414266
America/New_York	US	Gainesville	3578137764395
Asia/Kolkata	IN	Diamond Harbour	8591597393504
America/Los_Angeles	US	Sunnyside	2393299052279
Europe/Moscow	RU	Shushary	9490328070044
Europe/Berlin	DE	Karben	2634031866137
Africa/Dar_es_Salaam	TZ	Chanika	9705878484013
Europe/Amsterdam	NL	Losser	5750220670600
America/El_Salvador	SV	Ilopango	9596525873119
America/Recife	BR	Recife	0687640199808
Africa/Lubumbashi	CD	Beni	9563078231765
Australia/Melbourne	AU	Frankston South	0594818090921
Europe/Saratov	RU	Privolzhskiy	9964636220274
Europe/Amsterdam	NL	Emmeloord	4239852958184
Europe/Istanbul	TR	Mardin	1599931636123
Africa/Dar_es_Salaam	TZ	Same	8436130662016
Europe/Berlin	DE	Korschenbroich	1852726023004
Asia/Manila	PH	Masbate	9439405118149
America/Maceio	BR	Aracaju	4175961319181
Africa/Dar_es_Salaam	TZ	Nyangao	3052187011062
Africa/Dar_es_Salaam	TZ	Usagara	8496226751222
Africa/Algiers	DZ	Beni Douala	1784990766793
Europe/Berlin	DE	Aschaffenburg	9457638495547
Africa/Kampala	UG	Kitgum	9365590771862
America/New_York	US	Norwalk	7019651883675
Asia/Kolkata	IN	Chharra	4680737917077
Asia/Shanghai	CN	Beidao	1733709526746
Asia/Karachi	PK	Bhit Shah	2607710245578
Asia/Bangkok	TH	Nakhon Pathom	4437314652346
Asia/Dili	TL	Maliana	4855891871477
America/New_York	US	Chillum	2897837129077
Europe/Moscow	RU	Gavrilov-Yam	8341476567249
America/Edmonton	CA	Sherwood Park	0708377810429
Europe/Amsterdam	NL	Zeist	7792924607689
Asia/Yekaterinburg	RU	Tavda	6542797025254
Australia/Melbourne	AU	Wheelers Hill	7703490814036
America/Argentina/Cordoba	AR	Rafaela	9455454604051
America/Chicago	US	Fresno	6419366989111
America/New_York	US	Punta Gorda Isles	2867771029368
Asia/Seoul	KR	Goyang-si	7273084020278
America/Los_Angeles	US	Claremont	9801879662723
America/Chicago	US	Grand Forks	3158857471171
Indian/Antananarivo	MG	Ikalamavony	8883844927502
Asia/Jakarta	ID	Wangon	3400076419701
America/Havana	CU	Varadero	4828320431689
America/Sao_Paulo	BR	Santa Gertrudes	9322193589256
Pacific/Honolulu	US	Kahului	6383486984694
Europe/Amsterdam	NL	Vught	7273774476675
Asia/Seoul	KR	Hongseong	2519813813632
America/Los_Angeles	US	Norco	7551105674403
Australia/Sydney	AU	Eastwood	1346060895163
Asia/Karachi	PK	Qadirpur Ran	5248345710115
Asia/Manila	PH	San Jose	8112423800395
Asia/Kolkata	IN	Srinagar	4369328898468
Europe/Berlin	DE	Bad Segeberg	1488332499539
America/New_York	US	Fitchburg	3079744473675
Asia/Shanghai	CN	Jiangyan	5305457995493
Europe/Madrid	ES	Jumilla	0826627374139
Asia/Manila	PH	Calauan	0514516491028
Asia/Tokyo	JP	Motomachi	9823664209609
Asia/Manila	PH	Masbate	2362877865624
Asia/Makassar	ID	Tarakan	0766721817852
America/Guayaquil	EC	Milagro	9963452011622
Asia/Baghdad	IQ	Karbala	3821667967928
Europe/Moscow	RU	Severodvinsk	0900341363720
America/New_York	US	Thomasville	2957607357175
America/Chicago	US	Columbia Heights	3618860087863
Africa/Conakry	GN	Camayenne	1431628368514
Europe/Vienna	AT	Floridsdorf	1303771127594
America/New_York	US	Milledgeville	7662660860726
Asia/Kolkata	IN	Lal Bahadur Nagar	7961666577455
America/Denver	US	Kearns	0456778877939
America/Los_Angeles	US	Beaumont	4012959390145
Asia/Almaty	KZ	Zaysan	7802842609402
Asia/Yekaterinburg	RU	Saraktash	2289848522792
America/Los_Angeles	US	Riverbank	0528457331756
America/Los_Angeles	US	San Gabriel	9168436560985
America/Bogota	CO	Socorro	0314484368298
Europe/Zagreb	HR	Split	0040074370715
Asia/Yangon	MM	Kyaikto	4157981612664
America/Port-au-Prince	HT	Thomazeau	9415132775824
America/Argentina/Ushuaia	AR	Ushuaia	6454716963410
Asia/Kolkata	IN	Narwar	8182352819195
Africa/Algiers	DZ	Messaad	2559275675515
Asia/Kolkata	IN	Uran	0751279677324
America/New_York	US	Waterbury	8421263608628
Asia/Kuala_Lumpur	MY	Batu Feringgi	3309732880407
Asia/Kolkata	IN	Diamond Harbour	5156722313111
Africa/Algiers	DZ	Frenda	7528103742748
Australia/Perth	AU	Perth	2575861367893
Asia/Jakarta	ID	Kudus	6008415265247
Europe/Lisbon	PT	Custoias	6523739005404
Europe/London	GB	Barnet	2533533146139
Asia/Shanghai	CN	Nanpiao	1116873030491
America/Chicago	US	South Lawndale	5355744632624
Pacific/Auckland	NZ	Gisborne	9925568006954
Asia/Bangkok	TH	Tak Bai	0856731763819
America/New_York	US	Woodbridge	7987672330914
Europe/Moscow	RU	Yeysk	5203473381651
Europe/London	GB	East Dereham	0875343428640
Europe/Zagreb	HR	Split	9245607354304
Europe/Moscow	RU	Petrozavodsk	5287790461760
America/Chicago	US	Brentwood Estates	6021943785780
America/New_York	US	Thomasville	7183112267578
America/New_York	US	Martinsburg	1061808868215
Asia/Tehran	IR	Shahre Jadide Andisheh	0168937959843
Europe/London	GB	Rutherglen	6039284533892
America/New_York	US	Woodbridge	0556127120317
Africa/Ndjamena	TD	Mongo	2627309800551
Europe/Amsterdam	NL	Emmeloord	5656476063558
Europe/Paris	FR	Valence	4213454649626
Asia/Colombo	LK	Hendala	9209391044537
Europe/London	GB	Inverness	2482930086091
Asia/Manila	PH	Recodo	9532539699543
Pacific/Honolulu	US	Kahului	3404022429011
America/Chicago	US	Bourbonnais	7888514565801
Europe/London	GB	Walton-on-the-Naze	5088756840991
America/Mexico_City	MX	Salvatierra	1392309311031
Australia/Sydney	AU	Nowra	1333975687884
Asia/Krasnoyarsk	RU	Sharypovo	9197250564411
Europe/Rome	IT	Bisceglie	4548000963773
Asia/Shanghai	CN	Zhoucun	3430836767612
Asia/Tokyo	JP	Ina	3846579236207
Africa/Niamey	NE	Mirriah	8895682030429
America/Sao_Paulo	BR	Santa Gertrudes	0645050128221
Asia/Colombo	LK	Dehiwala-Mount Lavinia	4258137890568
America/New_York	US	New Canaan	2219421815607
America/Argentina/Tucuman	AR	Aguilares	1629160258800
Europe/Paris	FR	Bron	7448463768472
Asia/Tokyo	JP	Gero	7197726052598
America/Bogota	CO	Honda	3488003269995
Asia/Baghdad	IQ	Karbala	8073574701972
Africa/Algiers	DZ	Frenda	4688485441240
Africa/Conakry	GN	Camayenne	5753566330641
Africa/Douala	CM	Idenao	8566178345524
Africa/Abidjan	CI	Lakota	6348878847612
Africa/Algiers	DZ	Bordj Zemoura	0441277605954
Europe/Bratislava	SK	Hlohovec	1693574113833
Europe/Madrid	ES	San Juan de Aznalfarache	2277515213548
America/Caracas	VE	La Victoria	3275948019835
Europe/Rome	IT	Villabate	7945776656682
Asia/Kolkata	IN	Meerut	5297938963247
America/Halifax	CA	Charlottetown	4736230947063
Europe/Bratislava	SK	Hlohovec	8499112955568
Europe/Sofia	BG	Aytos	9752418142254
America/Matamoros	MX	Heroica Matamoros	2024070585944
Asia/Bangkok	TH	Damnoen Saduak	1571982493771
Asia/Kuala_Lumpur	MY	Kulai	4002861935503
Asia/Jakarta	ID	Diwek	2940264337642
America/Toronto	CA	Sainte-Catherine	2173101153635
Europe/London	GB	Inverness	3930304680516
Africa/Tripoli	LY	Ajdabiya	1971623840221
Asia/Seoul	KR	T’aebaek	4736948987207
America/Los_Angeles	US	Mira Mesa	0247380492913
Africa/Lubumbashi	CD	Yangambi	3857821561800
Europe/Moscow	RU	Volokolamsk	7188558217347
America/Toronto	CA	Markham	4254873726079
America/Chicago	US	Bourbonnais	2533214729576
Europe/Moscow	RU	Likhobory	1334382458142
Europe/Amsterdam	NL	Hardenberg	4154268646855
America/New_York	US	Harrisburg	0358980440751
Africa/Mogadishu	SO	Baki	6145003509106
Europe/Tallinn	EE	Narva	7233202207868
America/Puerto_Rico	PR	Aguadilla	6959853860641
Europe/Zurich	CH	Onex	8702598831661
America/Chicago	US	Tupelo	4262661614798
America/Chicago	US	Crystal Lake	6371242445312
Asia/Krasnoyarsk	RU	Lesosibirsk	0793945377213
Europe/Paris	FR	Sceaux	8032532956700
Europe/Moscow	RU	Bogoroditsk	5251983803583
Asia/Kolkata	IN	Sambalpur	3265035190875
Asia/Kolkata	IN	Gariadhar	9314269128438
Europe/London	GB	Belper	0940589051355
Europe/Paris	FR	Les Olives	7067037446556
America/New_York	US	Woodbridge	2885849104939
America/Los_Angeles	US	American Canyon	3352168609203
Atlantic/Canary	ES	Maspalomas	9254271152611
Africa/Mogadishu	SO	Baki	6464427524084
America/Chicago	US	Rosemount	8551561283880
Asia/Bishkek	KG	Jalal-Abad	6001333741817
America/Chicago	US	Crystal Lake	8711324346386
America/Bogota	CO	Buenaventura	1109104100346
Asia/Shanghai	CN	Jiangyan	8168538919415
Asia/Kuala_Lumpur	MY	Kulai	2702745739983
Europe/Helsinki	FI	Tornio	8184670430328
America/Chicago	US	Vestavia Hills	8308885439352
Asia/Kolkata	IN	Bhuban	0852511306221
Asia/Kolkata	IN	Dalsingh Sarai	3361062442458
Europe/London	GB	Clacton-on-Sea	9222618574211
Asia/Kolkata	IN	Periyakulam	3671179810829
Africa/Kampala	UG	Paidha	3003121941037
Asia/Shanghai	CN	Xiangtan	5651695508804
America/Havana	CU	Media Luna	2865664268245
Europe/Paris	FR	Marseille 11	4985957520855
America/Port-au-Prince	HT	Thomazeau	6695970233554
Asia/Jakarta	ID	Ngemplak	9208754907397
Africa/Lagos	NG	Shagamu	5940694567159
Africa/Mogadishu	SO	Baki	9671647454689
Asia/Novokuznetsk	RU	Yashkino	9950352125078
Europe/Moscow	RU	Kovylkino	3504847614361
Europe/Moscow	RU	Gudermes	1890535370582
Europe/London	GB	Walton-on-the-Naze	7792341010772
America/New_York	US	Fort Washington	8174461045251
Europe/Rome	IT	Francavilla Fontana	7413580000989
Africa/Accra	GH	Mampong	6256157946942
Europe/London	GB	Bushey	7619588356152
America/Chicago	US	Huntley	6555599402697
America/Merida	MX	Progreso	7111811094393
Asia/Tokyo	JP	Hita	0640121301725
America/New_York	US	Kendall	1021838499704
Asia/Kolkata	IN	Alwaye	4359688943458
Europe/Belgrade	RS	Sremska Mitrovica	8205041885605
Europe/Berlin	DE	Bensheim	4737363624784
Africa/Windhoek	NA	Okahandja	0370246651640
America/New_York	US	New Canaan	1857868977291
Asia/Jerusalem	IL	Rahat	5378738577602
America/New_York	US	Nutley	2221979394015
America/Chicago	US	Pleasant Prairie	7949966025289
Asia/Kolkata	IN	Rafiganj	9669807002689
Africa/Dar_es_Salaam	TZ	Iringa	9147130145612
Asia/Bangkok	TH	Phanat Nikhom	7528135956311
America/Cuiaba	BR	Nova Xavantina	7138579544717
America/Toronto	CA	Markham	5854445996047
Europe/Rome	IT	Francavilla Fontana	8344146022758
Europe/Berlin	DE	Wittenau	1003763021397
Europe/Rome	IT	Falconara Marittima	3230963156309
Asia/Tokyo	JP	Shimotoda	5159288485278
Asia/Tokyo	JP	Ueno-ebisumachi	6100296497349
America/Sao_Paulo	BR	Buri	2592175328815
Europe/Kiev	UA	Zvenihorodka	3240323800407
Europe/Istanbul	TR	Serinhisar	5084508025104
America/New_York	US	Collinwood	9379617657855
Europe/Madrid	ES	Jumilla	9088449998080
Europe/Berlin	DE	Zeitz	6921931228711
Asia/Kolkata	IN	Moga	0793520208918
Africa/Monrovia	LR	New Yekepa	1081693285720
Asia/Bangkok	TH	Nakhon Si Thammarat	1126968828698
Asia/Jerusalem	IL	Rahat	9432036625666
Africa/Dar_es_Salaam	TZ	Usagara	0988584045122
Asia/Kolkata	IN	Srinagar	3451695315813
Asia/Tokyo	JP	Hita	1819179807421
America/Chicago	US	Searcy	9695023007580
Asia/Yekaterinburg	RU	Lesnoy	8971034909206
America/Mexico_City	MX	Teziutlan	3532986034412
Europe/Kiev	UA	Kherson	5214625118308
America/Los_Angeles	US	Glendale	8153030596585
America/Chicago	US	Brenham	2018046358908
America/Puerto_Rico	PR	Yauco	1117506309021
Africa/Lagos	NG	Efon-Alaaye	5351334124807
Asia/Shanghai	CN	Zhoushan	6129832798924
Asia/Shanghai	CN	Yanliang	5073507780671
Asia/Bangkok	TH	Nakhon Si Thammarat	8298276046101
Europe/Lisbon	PT	Paredes	0250412095549
Asia/Shanghai	CN	Licheng	5078798722515
Africa/Dar_es_Salaam	TZ	Nyangao	9503650565642
America/New_York	US	Nutley	7363362340171
America/Managua	NI	Jinotepe	4223721447428
Asia/Kolkata	IN	Kundla	1781750507412
America/Los_Angeles	US	American Canyon	9782375401842
America/Tegucigalpa	HN	Olanchito	9463329561538
Europe/Berlin	DE	Pfullingen	9573641948990
Asia/Kuching	MY	Donggongon	3165659373909
America/Maceio	BR	Barra dos Coqueiros	6139114640490
Europe/Istanbul	TR	Yakuplu	4903163884172
Europe/Rome	IT	San Giuliano Milanese	5865415283678
Europe/London	GB	Southsea	8996559936995
Asia/Manila	PH	Santa Catalina	2168396620672
America/New_York	US	Bon Air	9247606899282
America/Caracas	VE	Barinas	4213552501734
America/Bogota	CO	San Carlos	0200855855392
Europe/Berlin	DE	Hermsdorf	1686225904256
Asia/Kolkata	IN	Alwaye	4643275930519
Asia/Shanghai	CN	Taozhuang	3444585505180
Europe/Paris	FR	Valence	9881073209474
Asia/Kolkata	IN	Dharmapuri	6813412101210
Asia/Makassar	ID	Tarakan	6623240897526
Asia/Kolkata	IN	Madhipura	7972747396810
Asia/Shanghai	CN	Meizhou	2960129976403
Asia/Shanghai	CN	Licheng	7765235327263
Europe/Moscow	RU	Zhukovka	0981880483131
America/New_York	US	West Chester	6140240508882
Europe/Paris	FR	Le Chesnay	9878470212275
Africa/Algiers	DZ	Ksar Chellala	4335475195378
America/Sao_Paulo	BR	Marau	9695351867795
Europe/Rome	IT	Ventimiglia	2797692959782
Europe/Berlin	DE	Trossingen	0030184911519
America/New_York	US	Front Royal	9878228536165
America/New_York	US	Norwalk	4329861496729
Asia/Tokyo	JP	Ueno-ebisumachi	0936179646261
America/Chicago	US	Westchester	6343460666091
Asia/Manila	PH	Tupi	2268903466271
Europe/Brussels	BE	Denderleeuw	6052650741011
Asia/Karachi	PK	Hasilpur	2086119823387
Asia/Jerusalem	IL	Ganei Tikva	3755355802027
Asia/Kolkata	IN	Tiruppuvanam	8144134959789
Europe/Madrid	ES	Gandia	2123037087900
America/Vancouver	CA	Vernon	9127475525188
Asia/Shanghai	CN	Pucheng	2810570971864
Europe/Berlin	DE	Ehingen	0996574614968
Europe/Moscow	RU	Kovylkino	7044450383989
Asia/Shanghai	CN	Wacheng	0370807965896
Africa/Abidjan	CI	Bonoua	4062672450077
Asia/Tokyo	JP	Hakodate	0029036929901
Pacific/Port_Moresby	PG	Mount Hagen	9789811707889
Asia/Yekaterinburg	RU	Lesnoy	4136763374723
Europe/Berlin	DE	Neuburg an der Donau	6471332547114
Africa/Abidjan	CI	Bonoua	8487630174530
Africa/Accra	GH	Bibiani	1442670620963
America/Santo_Domingo	DO	Santa Cruz de Barahona	2022693883836
Africa/Kampala	UG	Paidha	3226415387261
America/New_York	US	Middletown	4454629471370
America/Managua	NI	Jinotepe	5984442489010
America/New_York	US	Stockbridge	8569944984729
Asia/Manila	PH	Recodo	5320304256008
Asia/Shanghai	CN	Huangshi	3300756220378
Europe/London	GB	Lancing	4476815722523
Europe/Moscow	RU	Kovylkino	0070755395867
Asia/Shanghai	CN	Xinzhou	5295848235522
Asia/Jakarta	ID	Sukabumi	1517242746980
America/Chicago	US	Westchester	1373362236332
Africa/Nairobi	KE	Nyahururu	5115222114901
Africa/Mogadishu	SO	Kismayo	4650466236985
Europe/Berlin	DE	Trossingen	6418486228711
America/Los_Angeles	US	Davis	2581267329922
Africa/Lagos	NG	Shagamu	3616988358186
Asia/Kolkata	IN	Robertsonpet	7174420154278
Asia/Shanghai	CN	Liaoyang	4040744035247
America/Chicago	US	Tupelo	3737361832663
America/New_York	US	Newburgh	4998841297344
Asia/Manila	PH	Jagna	8638232389543
America/Mexico_City	MX	Casa Blanca	5086768915430
Asia/Jakarta	ID	Ngemplak	2606608260952
Europe/Berlin	DE	Pfullingen	9898866366405
Asia/Yekaterinburg	RU	Lesnoy	6270260321519
Africa/Mogadishu	SO	Baki	8755214031464
Asia/Shanghai	CN	Yingkou	9641948724859
America/Chicago	US	Tyler	8923679676548
Europe/Berlin	DE	Halstenbek	8078629656412
Asia/Shanghai	CN	Taozhuang	1566670664601
Europe/Madrid	ES	Leioa	5754648556157
America/Panama	PA	Veracruz	7758071644076
Asia/Krasnoyarsk	RU	Lesosibirsk	9062904358381
Asia/Tokyo	JP	Hakodate	1785892454535
